Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
NTRA,Healthcare,218.35,2.2,82.05,73.66,Overbought,3.94,200.6332,Bullish,★★★★☆ ↓,9.22,0.0,8.83,No,Likely soon,Imminent,1.9,Increasing,1.0,9.22,6.0922,5.3708,0.7215,89.11,80.94,161.9775,215.9723,200.6375,185.3027,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,218.79,High,,145.0,3,New
SQM,Basic Materials,63.1,6.23,80.2,81.02,Overbought,4.89,51.8475,Bullish,★★★★☆ ↓,32.59,0.0,21.7,No,Likely soon,Imminent,1.7,Increasing,1.0,32.59,3.8306,2.4533,1.3773,87.38,87.36,40.906,61.1585,50.295,39.4315,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,63.47,High,,15.0,3,New
EXAS,Healthcare,86.18,23.68,78.56,86.29,Overbought,4.59,67.8308,Bullish,★★★★☆ ↓,23.77,0.0,27.05,No,Likely soon,Imminent,2.0,Increasing,1.0,23.77,3.2299,1.8598,1.3701,67.17,55.7,53.6711,77.2214,67.339,57.4566,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,86.17,High,,36.0,3,New
JNJ,Healthcare,202.51,1.25,78.18,78.29,Overbought,1.53,192.9908,Bullish,★★★★☆ ↓,8.88,0.0,4.93,No,Not expected,Imminent,2.1,Increasing,1.0,8.88,3.2247,1.7123,1.5123,96.09,94.53,161.528,201.6274,191.359,181.0906,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,203.9,High,,153.0,3,New
LITE,Technology,268.92,8.69,77.9,70.33,Overbought,8.69,224.5962,Bullish,★★★★☆ ↓,15.54,0.0,19.73,No,Likely soon,Not imminent,2.4,Increasing,1.0,15.54,15.9149,15.5473,0.3676,74.42,64.14,117.9357,280.2897,222.002,163.7143,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,261.47,High,,63.0,3,New
OLMA,Healthcare,19.43,-3.53,77.69,83.39,Overbought,11.48,10.5536,Bullish,★★★★☆ ↓,144.4,0.0,84.11,No,Likely soon,Not imminent,2.1,Increasing,0.5,144.4,1.9982,0.4595,1.5387,55.53,44.2,10.9086,16.5732,9.5255,2.4778,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,20.76,High,,2.0,3,New
CDTX,Healthcare,219.02,0.28,77.51,88.83,Overbought,5.75,140.8261,Bullish,★★★★☆ ↓,124.31,0.0,55.53,No,Likely soon,Imminent,2.0,Increasing,1.0,124.31,30.305,15.2206,15.0845,99.46,95.19,95.6904,221.0453,125.964,30.8827,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,247.61,High,,4.0,3,New
INSM,Healthcare,203.56,0.96,75.03,75.53,Overbought,3.43,186.5357,Bullish,★★★★☆ ↓,8.93,0.0,9.13,Possible,Likely soon,Not imminent,2.4,Increasing,1.0,8.93,7.3145,6.9497,0.3649,95.72,93.05,102.0657,212.5886,184.894,157.1994,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,204.41,High,,152.0,3,New
CSCO,Technology,78.39,1.32,74.92,71.74,Overbought,2.55,73.9961,Bullish,★★★★☆ ↓,8.72,0.0,5.94,No,Not expected,Not imminent,2.1,Increasing,1.0,8.72,1.8427,1.3117,0.531,81.55,80.62,63.6395,78.9873,73.496,68.0047,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,78.07,High,,155.0,3,New
MBX,Healthcare,27.39,3.91,74.51,75.39,Overbought,7.95,22.7682,Bullish,★★★★☆ ↓,21.46,0.0,20.3,Possible,Likely soon,Imminent,2.4,Increasing,1.0,21.46,1.9855,1.9135,0.072,91.46,88.09,16.1479,29.1872,22.4055,15.6238,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,27.23,High,,40.0,3,New
ALB,Basic Materials,125.68,3.53,74.39,75.94,Overbought,5.38,105.9605,Bullish,★★★★☆ ↓,36.67,0.0,18.61,Possible,Likely soon,Not imminent,2.0,Increasing,1.0,36.67,7.2506,4.5441,2.7064,87.71,85.19,77.1336,124.6458,103.3735,82.1012,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,126.77,High,,11.0,,New
