Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
XOM,Energy,117.42,-0.23,65.82,58.55,Neutral,1.78,115.6395,Bullish,★★★★☆ →,3.77,0.0,1.54,No,Not expected,Not imminent,2.2,Increasing,0.2,3.77,1.2453,1.0781,0.1672,80.14,80.28,108.0028,119.6054,115.4029,111.2003,Bullish MACD; Above VWAP; Above BB Middle,117.2,Low,,6.0,3,New
LLY,Healthcare,1025.95,0.42,65.73,82.28,Overbought,3.41,935.4769,Bullish,★★★★☆ ↓,13.3,0.0,9.67,Possible,Likely soon,Not imminent,2.4,Increasing,1.0,13.3,48.0127,41.2493,6.7634,95.8,95.94,783.2149,1078.6742,913.1933,747.7123,Strong trend; Healthy momentum; Recent high; Bullish MACD; Above VWAP; Above BB Middle,1024.39,High,,1.0,3,New
PFE,Healthcare,25.31,0.91,64.41,58.44,Neutral,2.66,24.7904,Bullish,★★★★☆ →,5.99,0.0,2.09,No,Not expected,Not imminent,1.8,Increasing,0.02,5.99,0.2717,0.1851,0.0866,51.59,60.74,23.9516,25.8317,24.5702,23.3086,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,25.39,Low,,5.0,3,New
SLV,Unknown,45.76,0.63,55.09,54.84,Neutral,2.59,45.108,Bullish,★★★☆☆ →,7.05,0.0,1.43,No,Not expected,Not imminent,1.9,Decreasing,0.03,7.05,0.5371,0.4596,0.0775,52.63,64.33,34.889,47.7876,44.5758,41.3639,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,45.97,Low,,4.0,3,New
GOOGL,Communication Services,281.33,-1.29,50.42,58.16,Neutral,3.39,275.9188,Bullish,★★★☆☆ →,1.37,0.0,1.96,No,Not expected,Not imminent,2.3,Increasing,0.12,1.37,4.2633,6.1883,-1.9249,50.2,53.66,193.3667,299.4214,276.8635,254.3056,Above VWAP; Above BB Middle,281.46,Low,,11.0,3,New
GDX,Unknown,74.8,-0.21,49.21,51.33,Neutral,3.53,74.5333,Neutral,★★★☆☆ →,9.54,0.0,0.35,No,Not expected,Not imminent,1.9,Decreasing,0.03,9.54,0.5832,0.2421,0.3411,60.34,68.69,54.0316,78.8384,73.2478,67.6571,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,75.51,Low,,2.0,3,New
DE,Industrials,472.49,-0.73,47.86,52.13,Neutral,2.17,471.0567,Neutral,★★★☆☆ →,0.89,0.0,0.3,No,Not expected,Not imminent,1.8,Increasing,0.01,0.89,2.4677,2.8069,-0.3392,67.04,69.46,470.8665,482.7312,471.4845,460.2378,Above VWAP; Above BB Middle,472.97,Low,,12.0,3,New
ADBE,Technology,325.03,-0.01,44.01,37.15,Neutral,2.13,335.474,Bearish,★★★☆☆ →,-3.08,0.0,-3.11,No,Not expected,Not imminent,2.2,Decreasing,0.0,-3.08,-4.1707,-3.5731,-0.5976,11.79,18.65,392.5952,361.0943,338.6715,316.2487,Balanced metrics,323.99,Low,,19.0,3,New
COST,Consumer Defensive,913.1,0.06,38.93,43.33,Neutral,1.55,922.6631,Bearish,★★★☆☆ →,-2.94,0.0,-1.04,No,Not expected,Not imminent,2.1,Increasing,0.0,-2.94,-3.5157,-2.8304,-0.6853,21.8,29.52,961.2083,944.3511,923.752,903.1528,Balanced metrics,913.02,Low,,18.0,3,New
CRM,Technology,233.46,-1.51,37.06,38.26,Neutral,3.2,245.2007,Bearish,★★☆☆☆ →,-8.25,0.0,-4.79,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.25,-3.6428,-1.7764,-1.8665,15.6,23.22,276.0453,265.7272,248.9595,232.1918,Balanced metrics,234.69,Low,,31.0,3,New
