Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
LLY,Healthcare,1060.2,1.62,72.55,83.17,Overbought,3.08,965.8314,Bullish,★★★★☆ ↓,14.86,0.0,9.77,Possible,Likely soon,Imminent,2.4,Increasing,1.0,14.86,46.9838,44.4066,2.5772,96.59,95.86,787.2313,1117.8079,948.2868,778.7657,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,1060.98,High,,1.0,3,New
GOOGL,Communication Services,298.14,3.0,67.41,67.38,Neutral,3.67,280.726,Bullish,★★★★☆ →,6.93,0.0,6.2,No,Not expected,Not imminent,2.3,Increasing,1.0,6.93,5.9219,5.8747,0.0472,65.36,62.77,195.7768,298.2004,282.7965,267.3926,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,298.26,Low,,2.0,3,New
WMT,Consumer Defensive,105.29,-1.7,63.21,56.28,Neutral,2.1,103.3179,Bullish,★★★★☆ →,2.63,0.0,1.9,No,Not expected,Not imminent,2.2,Increasing,0.03,2.63,0.3133,-0.1804,0.4937,64.83,59.35,95.8205,105.7622,102.7388,99.7153,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,104.93,Low,,7.0,3,New
DE,Industrials,488.27,2.51,56.73,63.9,Neutral,2.11,473.5359,Bullish,★★★☆☆ →,4.38,0.0,3.11,No,Not expected,Imminent,1.9,Decreasing,0.01,4.38,3.5134,2.8231,0.6903,79.24,71.16,471.8171,485.9996,473.294,460.5884,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,485.06,Low,,3.0,3,New
XOM,Energy,116.89,-0.11,49.72,54.97,Neutral,1.94,116.1248,Neutral,★★★☆☆ →,0.59,0.0,0.66,No,Not expected,Not imminent,2.1,Increasing,0.12,0.59,0.8756,1.0725,-0.1969,67.48,74.15,108.0523,120.3118,115.8926,111.4735,Above VWAP; Above BB Middle,116.94,Low,,11.0,3,New
SLV,Unknown,45.79,0.03,49.4,54.15,Neutral,2.84,45.3603,Neutral,★★★☆☆ →,4.27,0.0,0.96,No,Not expected,Not imminent,1.9,Increasing,0.03,4.27,0.4127,0.4729,-0.0602,56.52,57.05,35.0981,48.2447,44.8917,41.5388,Above VWAP; Above BB Middle,45.73,Low,,5.0,3,New
ADBE,Technology,319.06,2.13,42.89,37.17,Neutral,2.28,330.5293,Bearish,★★★☆☆ →,-2.41,0.0,-3.47,No,Not expected,Not imminent,2.2,Decreasing,0.0,-2.41,-6.0615,-4.6905,-1.371,12.52,10.78,391.0352,356.2926,333.0355,309.7784,Balanced metrics,318.1,Low,,16.0,3,New
GLD,Unknown,376.87,0.54,41.18,54.71,Neutral,1.69,373.9235,Neutral,★★★☆☆ →,2.32,0.0,0.79,No,Not expected,Not imminent,2.1,Decreasing,0.03,2.32,1.0843,1.3003,-0.216,52.89,49.48,315.6435,385.3484,372.019,358.6896,Bullish Stochastic; Above VWAP; Above BB Middle,376.54,Low,,9.0,3,New
COST,Consumer Defensive,897.99,0.53,39.86,39.45,Neutral,1.72,914.0115,Bearish,★★★☆☆ →,-2.68,0.0,-1.75,No,Not expected,Not imminent,2.1,Increasing,0.0,-2.68,-8.3198,-5.6294,-2.6904,28.03,19.3,960.4385,943.5485,916.2006,888.8526,Balanced metrics,899.19,Low,,18.0,3,New
GDX,Unknown,74.42,1.99,38.0,50.16,Neutral,3.91,74.5915,Neutral,★★★☆☆ →,2.58,0.0,-0.23,No,Not expected,Not imminent,1.9,Increasing,0.03,2.58,0.2317,0.3247,-0.093,54.32,58.47,54.5994,79.327,73.5015,67.676,Above VWAP; Above BB Middle,74.32,Low,,8.0,3,New
AAPL,Technology,270.43,1.57,37.72,58.44,Neutral,2.15,267.6135,Bullish,★★★☆☆ →,0.83,0.0,1.05,No,Not expected,Not imminent,2.5,Increasing,0.09,0.83,0.9269,2.0281,-1.1012,26.9,21.72,225.7655,274.3334,269.8894,265.4454,Above VWAP; Above BB Middle,270.66,Low,,10.0,,New
PFE,Healthcare,25.47,4.4,36.59,57.4,Neutral,3.01,24.8389,Bullish,★★☆☆☆ →,4.28,0.0,2.56,No,Not expected,Not imminent,1.8,Increasing,0.02,4.28,0.1706,0.1793,-0.0087,42.96,45.57,23.9776,25.9923,24.6716,23.351,Strong trend; Above VWAP; Above BB Middle,25.43,Low,,4.0,,New
SPY,Unknown,659.62,1.09,34.25,42.16,Neutral,1.54,669.2787,Bearish,★★☆☆☆ →,-1.69,0.0,-1.44,No,Not expected,Not imminent,2.2,Increasing,0.04,-1.69,-4.6168,-1.7016,-2.9153,16.74,15.67,606.3923,695.0128,674.5673,654.1217,Above VWAP,659.26,Low,,12.0,,New
HD,Consumer Cyclical,343.8,3.44,33.95,31.01,Neutral,2.58,362.5692,Bearish,★★☆☆☆ →,-7.36,0.0,-5.18,No,Not expected,Not imminent,1.7,Increasing,0.0,-7.36,-11.319,-8.3395,-2.9795,10.56,6.02,378.9004,400.7384,366.7537,332.7691,Balanced metrics,345.6,Low,,31.0,,New
MRNA,Healthcare,23.52,5.19,33.38,42.53,Neutral,6.09,24.9152,Bearish,★★☆☆☆ →,-4.16,0.0,-5.6,No,Not expected,Not imminent,1.8,Decreasing,0.0,-4.16,-0.6188,-0.4171,-0.2016,16.67,20.78,30.2948,27.8024,25.0225,22.2426,Balanced metrics,23.33,High,,23.0,,New
CVX,Energy,150.7,0.26,33.38,44.7,Neutral,1.86,152.6001,Bearish,★★☆☆☆ →,-1.7,0.0,-1.25,No,Not expected,Not imminent,2.2,Increasing,0.0,-1.7,-0.429,-0.0142,-0.4148,16.79,25.03,146.8331,155.9905,152.7998,149.6091,Above VWAP,150.39,Low,,13.0,,New
ENPH,Technology,26.86,2.82,33.23,34.61,Neutral,7.25,30.0429,Bearish,★★☆☆☆ →,-11.13,0.0,-10.61,No,Not expected,Not imminent,1.6,Decreasing,0.0,-11.13,-1.7137,-1.5369,-0.1767,5.24,3.78,44.0592,35.987,30.2188,24.4506,Balanced metrics,26.88,High,,36.0,,New
IWM,Unknown,235.3,2.7,32.93,43.42,Neutral,2.18,239.0193,Bearish,★★☆☆☆ →,-2.61,0.0,-1.56,No,Not expected,Not imminent,2.0,Increasing,0.03,-2.61,-3.1348,-2.3014,-0.8334,17.81,13.36,220.189,252.9362,241.0355,229.1348,Above VWAP,234.47,Low,,17.0,,New
CRM,Technology,225.98,0.27,32.61,33.85,Neutral,3.24,240.3134,Bearish,★★☆☆☆ →,-5.8,0.0,-5.97,No,Not expected,Not imminent,1.8,Increasing,0.0,-5.8,-5.997,-3.6028,-2.3942,7.95,8.27,275.0626,266.8495,244.5968,222.344,Balanced metrics,227.09,Low,,28.0,,New
NFLX,Communication Services,105.26,-0.38,32.49,35.99,Neutral,3.1,111.4628,Bearish,★★☆☆☆ →,-4.62,0.0,-5.56,No,Not expected,Not imminent,2.2,Increasing,0.01,-4.62,-1.6183,-1.0028,-0.6155,12.61,30.24,107.0673,116.0164,110.6554,105.2944,Balanced metrics,105.03,Low,,25.0,,New
QQQ,Unknown,590.18,0.77,32.37,38.78,Neutral,2.21,607.3889,Bearish,★★☆☆☆ →,-3.21,0.0,-2.83,No,Not expected,Not imminent,2.3,Increasing,0.04,-3.21,-6.8525,-2.7456,-4.1068,13.8,13.36,538.9482,644.613,615.3375,586.062,Above VWAP,590.46,Low,,19.0,,-
QCOM,Technology,162.93,2.09,29.65,42.13,Neutral,3.98,169.725,Bearish,★★☆☆☆ →,-4.66,0.0,-4.0,No,Not expected,Not imminent,2.1,Decreasing,0.04,-4.66,-2.8087,-0.8828,-1.926,13.67,14.3,157.5516,187.7894,173.7025,159.6156,Above VWAP,162.49,Low,,26.0,,-
CAT,Industrials,553.25,1.3,29.09,54.3,Neutral,3.4,550.3625,Neutral,★★☆☆☆ →,-1.75,0.0,0.52,No,Not expected,Not imminent,2.2,Decreasing,0.04,-1.75,1.1496,5.5739,-4.4244,27.6,23.73,396.4926,592.5951,559.422,526.2489,Above VWAP,553.23,Low,,14.0,,-
NKE,Consumer Cyclical,63.07,2.67,28.99,44.27,Neutral,2.88,63.9242,Bearish,★★☆☆☆ →,3.24,0.0,-1.34,No,Not expected,Not imminent,1.5,Increasing,0.0,3.24,-0.7508,-0.946,0.1952,35.01,34.93,67.8854,67.7768,63.5355,59.2942,Bullish MACD,62.97,Low,,6.0,,-
FSLR,Technology,250.43,1.87,27.87,50.6,Neutral,5.2,252.5553,Neutral,★★☆☆☆ →,-6.43,0.0,-0.84,No,Not expected,Not imminent,1.7,Decreasing,0.06,-6.43,-0.2662,3.2548,-3.521,16.76,24.55,173.3948,281.3444,257.1395,232.9346,Above VWAP,250.67,High,,29.0,,-
AVGO,Technology,341.92,-1.41,27.22,45.73,Neutral,4.71,349.8289,Bearish,★★☆☆☆ →,-2.15,0.0,-2.26,No,Not expected,Not imminent,2.1,Increasing,0.04,-2.15,-2.7844,-1.5845,-1.1999,38.7,35.48,246.3874,381.5664,355.9955,330.4246,Above VWAP,341.45,Low,,15.0,,-
AMZN,Consumer Cyclical,219.31,1.0,26.38,39.26,Neutral,3.06,231.2224,Bearish,★★☆☆☆ →,-10.27,0.0,-5.15,No,Not expected,Not imminent,2.0,Decreasing,0.05,-10.27,-4.0041,0.1561,-4.1602,7.08,7.99,215.073,259.648,236.155,212.662,Above VWAP,219.35,Low,,34.0,,-
NVDA,Technology,180.38,-0.14,23.56,42.56,Neutral,5.04,188.3662,Bearish,★★☆☆☆ →,-4.13,0.0,-4.24,No,Not expected,Not imminent,1.9,Increasing,0.04,-4.13,-2.8628,-0.9222,-1.9406,17.6,15.92,143.3892,209.8377,193.0248,176.2118,Above VWAP,180.14,High,,22.0,,-
SHOP,Technology,146.41,1.28,23.47,41.35,Neutral,5.62,153.1382,Bearish,★★☆☆☆ →,-3.94,0.0,-4.39,No,Not expected,Not imminent,2.1,Increasing,0.04,-3.94,-4.936,-4.0162,-0.9198,23.12,17.41,118.8618,184.9697,158.495,132.0203,Above VWAP,145.74,High,,21.0,,-
INTC,Technology,34.03,1.22,23.42,40.3,Neutral,5.19,36.2556,Bearish,★★☆☆☆ →,-10.75,0.0,-6.14,No,Not expected,Not imminent,1.9,Decreasing,0.04,-10.75,-1.0436,-0.5384,-0.5052,13.21,12.17,25.239,42.3739,37.5145,32.6551,Above VWAP,33.83,High,,35.0,,-
SMCI,Technology,32.26,2.22,21.46,27.8,Oversold,8.53,39.8072,Bearish,★★☆☆☆ ↑,-18.86,0.0,-18.96,No,Not expected,Not imminent,1.9,Decreasing,0.01,-18.86,-3.9789,-3.5989,-0.38,3.29,3.54,42.2587,56.8474,41.7105,26.5736,Balanced metrics,32.13,High,,42.0,,-
TSLA,Consumer Cyclical,398.25,0.76,21.11,40.6,Neutral,5.85,421.831,Bearish,★★☆☆☆ →,-7.28,0.0,-5.59,No,Not expected,Not imminent,2.0,Increasing,0.0,-7.28,-11.9986,-7.9028,-4.0957,18.38,20.48,342.3561,482.7914,432.5349,382.2785,Above VWAP,398.62,High,,30.0,,-
COIN,Financial Services,241.83,1.54,21.11,29.51,Oversold,8.13,291.4928,Bearish,★★☆☆☆ ↑,-21.77,0.0,-17.04,No,Not expected,Not imminent,1.9,Decreasing,0.01,-21.77,-22.2813,-16.528,-5.7533,7.44,6.08,290.9249,376.6049,302.7524,228.8999,Balanced metrics,239.22,High,,43.0,,-
CRWD,Technology,488.29,-2.6,20.57,37.73,Neutral,4.26,522.6136,Bearish,★★☆☆☆ →,-9.54,0.0,-6.57,No,Not expected,Not imminent,2.0,Increasing,0.08,-9.54,-7.0812,1.4786,-8.5598,11.24,14.13,420.2726,568.7704,533.8614,498.9524,Above VWAP,493.37,Low,,33.0,,-
PLTR,Technology,153.74,-1.29,20.34,33.35,Neutral,7.87,175.3772,Bearish,★★☆☆☆ →,-13.6,0.0,-12.34,No,Not expected,Not imminent,2.4,Increasing,0.05,-13.6,-7.6327,-3.7688,-3.8639,7.34,7.41,119.0634,211.6366,181.9892,152.3419,Above VWAP,151.94,High,,40.0,,-
AMD,Technology,203.01,-1.46,19.66,37.01,Neutral,8.32,232.7816,Bearish,★★☆☆☆ →,-13.07,0.0,-12.79,No,Not expected,Not imminent,2.0,Increasing,0.04,-13.07,-7.8309,-0.5564,-7.2744,7.65,12.14,152.4165,278.1537,243.4395,208.7253,Above VWAP,202.23,High,,38.0,,-
PANW,Technology,183.61,-0.79,18.72,24.28,Oversold,3.58,204.8769,Bearish,★★☆☆☆ ↑,-13.51,0.0,-10.38,No,Not expected,Not imminent,2.0,Increasing,0.04,-13.51,-6.6822,-3.0487,-3.6335,6.84,9.01,189.1297,231.7405,209.764,187.7875,Balanced metrics,183.87,Low,,39.0,,-
META,Communication Services,590.75,0.27,18.58,24.16,Oversold,2.95,632.2127,Bearish,★★☆☆☆ ↑,-4.98,0.0,-6.56,No,Not expected,Not imminent,2.2,Decreasing,0.01,-4.98,-23.3785,-24.3053,0.9269,11.79,10.85,651.8312,743.6022,638.3748,533.1474,Bullish MACD,590.92,Low,,27.0,,-
SEDG,Technology,34.94,5.59,17.67,46.17,Neutral,13.13,36.7777,Bearish,★★☆☆☆ →,-12.65,0.0,-5.0,No,Not expected,Not imminent,2.3,Increasing,0.08,-12.65,-1.1055,-0.3593,-0.7462,19.47,20.01,22.4624,45.0843,37.1825,29.2807,Above VWAP,34.72,High,,37.0,,-
MSTR,Technology,175.44,-0.95,17.25,24.42,Oversold,9.71,227.1712,Bearish,★★☆☆☆ ↑,-27.48,0.0,-22.77,No,Not expected,Not imminent,1.8,Increasing,0.01,-27.48,-23.8031,-20.8275,-2.9756,6.89,9.15,341.6523,305.2618,233.496,161.7302,Balanced metrics,179.37,High,,44.0,,-
MSFT,Technology,473.33,-1.07,17.22,28.83,Oversold,2.41,501.5124,Bearish,★★☆☆☆ ↑,-4.55,0.0,-5.62,No,Not expected,Not imminent,2.1,Increasing,0.04,-4.55,-9.2433,-5.4508,-3.7926,8.73,11.85,453.7773,543.8835,507.6687,471.4538,Above VWAP,472.35,Low,,24.0,,-
CELH,Consumer Defensive,39.92,1.81,14.37,27.46,Oversold,9.29,47.4806,Bearish,★★☆☆☆ ↑,-3.85,0.0,-15.92,No,Not expected,Not imminent,2.2,Increasing,0.03,-3.85,-4.3626,-4.1912,-0.1714,3.96,4.06,38.4501,68.3036,49.615,30.9264,Above VWAP,39.88,High,,20.0,,-
UBER,Technology,83.22,-0.17,13.11,26.57,Oversold,4.01,91.3496,Bearish,★★☆☆☆ ↑,-9.53,0.0,-8.9,No,Not expected,Not imminent,1.9,Increasing,0.02,-9.53,-2.4759,-1.2749,-1.201,6.76,9.43,80.6309,100.8555,92.78,84.7045,Above VWAP,82.75,Low,,32.0,,-
