Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
GOOGL,Communication Services,303.15,3.53,75.47,71.03,Overbought,3.36,280.1978,Bullish,★★★★☆ ↓,6.46,0.0,8.19,No,Likely soon,Not imminent,2.3,Increasing,1.0,6.46,6.6569,6.1673,0.4896,72.02,63.39,194.9134,300.7918,281.5705,262.3492,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,303.13,High,,3.0,3,New
LLY,Healthcare,1051.87,0.22,72.25,84.53,Overbought,3.17,956.715,Bullish,★★★★☆ ↓,12.37,0.0,9.95,Possible,Likely soon,Not imminent,2.4,Increasing,1.0,12.37,48.3197,43.953,4.3667,96.68,95.97,786.0833,1107.6652,936.9178,766.1704,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,1053.18,High,,1.0,3,New
XOM,Energy,118.83,1.27,66.57,60.42,Neutral,1.86,116.2171,Bullish,★★★★☆ →,4.69,0.0,2.25,No,Not expected,Not imminent,2.1,Increasing,0.14,4.69,1.2512,1.162,0.0892,83.5,83.0,108.0356,120.4784,115.8584,111.2383,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,118.75,Low,,7.0,3,New
WMT,Consumer Defensive,106.58,5.94,66.22,61.79,Neutral,1.91,103.0608,Bullish,★★★★☆ →,4.82,0.0,3.42,No,Not expected,Not imminent,2.3,Increasing,0.03,4.82,0.0295,-0.3155,0.345,58.24,59.78,95.6846,105.8137,102.7567,99.6998,Strong trend; Bullish MACD; Above VWAP; Above BB Middle,106.13,Low,,6.0,3,New
SLV,Unknown,46.24,-0.44,64.54,56.36,Neutral,2.69,45.3588,Bullish,★★★★☆ →,6.19,0.0,1.95,No,Not expected,Not imminent,1.9,Increasing,0.03,6.19,0.5365,0.4983,0.0383,60.66,57.21,35.0252,48.2074,44.8247,41.4421,Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,46.12,Low,,4.0,3,New
AVGO,Technology,373.0,5.24,62.51,60.44,Neutral,4.06,353.1547,Bullish,★★★★☆ →,4.9,0.0,5.62,No,Not expected,Not imminent,2.1,Increasing,0.04,4.9,0.5576,-0.7027,1.2603,54.79,36.21,245.6928,383.2237,357.915,332.6063,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,369.94,Low,,5.0,3,New
GDX,Unknown,76.52,0.17,54.63,55.01,Neutral,3.45,74.9476,Bullish,★★★☆☆ →,8.14,0.0,2.1,No,Not expected,Not imminent,1.9,Decreasing,0.03,8.14,0.7316,0.4268,0.3048,67.8,64.62,54.4019,79.5714,73.598,67.6246,Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,76.46,Low,,2.0,3,New
ADBE,Technology,320.05,0.61,43.06,35.01,Neutral,2.22,332.4647,Bearish,★★★☆☆ →,-2.23,0.0,-3.74,No,Not expected,Not imminent,2.2,Decreasing,0.0,-2.23,-5.3432,-4.1779,-1.1653,14.64,13.09,391.5979,357.8416,335.1407,312.4399,Balanced metrics,319.13,Low,,23.0,3,New
DE,Industrials,479.47,0.99,41.55,57.81,Neutral,2.09,472.2844,Bullish,★★★☆☆ →,0.86,0.0,1.52,No,Not expected,Not imminent,1.8,Decreasing,0.01,0.86,2.6387,2.7204,-0.0817,70.76,68.74,471.4518,483.5737,472.6757,461.7777,Bullish Stochastic; Above VWAP; Above BB Middle,478.8,Low,,13.0,3,New
GLD,Unknown,375.07,0.03,40.29,53.15,Neutral,1.64,373.6344,Neutral,★★★☆☆ →,2.46,0.0,0.38,No,Not expected,Not imminent,2.1,Decreasing,0.03,2.46,1.0329,1.3592,-0.3264,50.03,47.85,315.2271,385.4548,372.0625,358.6702,Bullish Stochastic; Above VWAP; Above BB Middle,375.06,Low,,9.0,3,New
COST,Consumer Defensive,898.33,0.87,39.68,39.43,Neutral,1.79,916.1775,Bearish,★★★☆☆ →,-2.73,0.0,-1.95,No,Not expected,Not imminent,2.2,Increasing,0.0,-2.73,-7.8668,-4.8449,-3.0219,19.75,16.76,960.6637,943.8773,918.094,892.3106,Balanced metrics,899.36,Low,,25.0,,New
AAPL,Technology,273.06,1.68,38.83,62.91,Neutral,2.03,267.9656,Bullish,★★★☆☆ →,1.32,0.0,1.9,No,Not expected,Not imminent,2.5,Increasing,0.1,1.32,1.6051,2.4547,-0.8496,37.9,29.56,225.5928,275.3409,269.8367,264.3325,Above VWAP; Above BB Middle,273.57,Low,,11.0,,New
COIN,Financial Services,254.3,-1.16,34.13,30.87,Neutral,7.29,298.2581,Bearish,★★☆☆☆ →,-13.86,0.0,-14.74,No,Not expected,Not imminent,1.8,Decreasing,0.01,-13.86,-19.6886,-14.7309,-4.9577,6.68,6.99,291.5188,377.5791,309.1911,240.8032,Balanced metrics,253.99,High,,42.0,,New
IWM,Unknown,237.06,1.56,33.31,43.9,Neutral,1.96,240.168,Bearish,★★☆☆☆ →,-1.37,0.0,-1.29,No,Not expected,Not imminent,2.0,Increasing,0.03,-1.37,-2.6518,-1.9163,-0.7355,23.26,16.5,220.0395,252.9927,242.1395,231.2863,Above VWAP,236.71,Low,,19.0,,New
ENPH,Technology,27.57,2.53,32.91,35.92,Neutral,6.84,30.5165,Bearish,★★☆☆☆ →,-11.55,0.0,-9.66,No,Not expected,Not imminent,1.7,Decreasing,0.0,-11.55,-1.6066,-1.4605,-0.1461,6.27,4.96,44.1766,36.6934,30.76,24.8266,Balanced metrics,27.59,High,,41.0,,New
MRNA,Healthcare,24.0,-0.77,32.64,42.3,Neutral,5.83,25.2178,Bearish,★★☆☆☆ →,-1.38,0.0,-4.85,No,Not expected,Not imminent,1.8,Decreasing,0.0,-1.38,-0.4122,-0.3304,-0.0818,25.88,27.36,30.37,27.7863,25.2653,22.7442,Balanced metrics,23.92,High,,20.0,,New
CRM,Technology,229.33,0.64,32.44,36.31,Neutral,3.11,242.1999,Bearish,★★☆☆☆ →,-4.15,0.0,-5.31,No,Not expected,Not imminent,1.8,Increasing,0.0,-4.15,-5.1453,-2.9163,-2.229,9.87,12.22,275.3827,266.3406,246.2375,226.1344,Balanced metrics,230.82,Low,,30.0,,New
QCOM,Technology,167.16,0.63,32.43,45.17,Neutral,3.59,171.1612,Bearish,★★☆☆☆ →,-3.49,0.0,-2.34,No,Not expected,Not imminent,2.1,Decreasing,0.04,-3.49,-1.7249,-0.2331,-1.4918,21.4,18.73,157.4977,186.3784,174.3815,162.3846,Above VWAP,167.26,Low,,28.0,,New
MSFT,Technology,490.15,0.62,32.14,36.82,Neutral,2.16,506.4551,Bearish,★★☆☆☆ →,-1.4,0.0,-3.22,No,Not expected,Not imminent,2.1,Increasing,0.04,-1.4,-6.4565,-4.2704,-2.1861,13.72,17.91,454.3239,542.7338,511.6303,480.5267,Above VWAP,490.6,Low,,21.0,,New
SPY,Unknown,671.91,1.4,32.06,50.26,Neutral,1.36,672.1406,Neutral,★★☆☆☆ →,0.24,0.0,-0.03,No,Not expected,Not imminent,2.2,Increasing,0.04,0.24,-2.3145,-0.5421,-1.7724,30.08,23.32,605.7696,692.46,676.4175,660.375,Above VWAP,670.82,Low,,15.0,,New
QQQ,Unknown,609.21,1.56,31.9,48.91,Neutral,1.93,611.4423,Neutral,★★☆☆☆ →,-0.4,0.0,-0.37,No,Not expected,Not imminent,2.3,Increasing,0.04,-0.4,-3.5608,-1.1958,-2.3649,23.51,19.33,538.2232,640.6699,617.8605,595.0511,Above VWAP,608.65,Low,,16.5,,-
CVX,Energy,152.44,0.49,31.87,48.55,Neutral,1.85,153.0035,Neutral,★★☆☆☆ →,0.79,0.0,-0.37,No,Not expected,Not imminent,2.2,Increasing,0.0,0.79,-0.0178,0.1368,-0.1546,34.2,41.08,146.8385,155.8753,153.0636,150.252,Above VWAP,152.29,Low,,14.0,,-
