Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
LLY,Healthcare,1049.6,1.9,72.41,84.34,Overbought,3.33,946.6987,Bullish,★★★★☆ ↓,13.54,0.0,10.87,Possible,Likely soon,Imminent,2.4,Increasing,1.0,13.54,48.9456,42.8613,6.0843,95.8,95.58,785.7535,1094.7031,925.3161,755.9291,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,1050.92,High,,1.0,3,New
SLV,Unknown,46.45,0.76,66.66,57.42,Neutral,2.69,45.2656,Bullish,★★★★☆ →,6.41,0.0,2.62,No,Not expected,Not imminent,1.9,Increasing,0.03,6.41,0.5743,0.4887,0.0856,56.49,57.79,35.0098,48.0472,44.7215,41.3958,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,46.45,Low,,3.0,3,New
XOM,Energy,117.35,-1.41,65.43,56.63,Neutral,1.95,115.9415,Bullish,★★★★☆ →,4.13,0.0,1.21,No,Not expected,Not imminent,2.1,Increasing,0.17,4.13,1.2427,1.1397,0.103,78.82,82.35,108.0281,120.0798,115.6653,111.2509,Bullish MACD; Above VWAP; Above BB Middle,117.42,Low,,4.0,3,New
PFE,Healthcare,24.88,-2.24,59.71,51.94,Neutral,2.82,24.8111,Neutral,★★★☆☆ →,2.88,0.0,0.28,No,Not expected,Not imminent,1.8,Increasing,0.02,2.88,0.2259,0.1958,0.0301,51.04,53.92,23.9698,25.8864,24.6066,23.3268,Bullish MACD; Above VWAP; Above BB Middle,25.0,Low,,6.0,3,New
GDX,Unknown,76.39,1.0,54.2,54.72,Neutral,3.5,74.7821,Bullish,★★★☆☆ →,8.09,0.0,2.15,No,Not expected,Not imminent,1.9,Decreasing,0.03,8.09,0.7107,0.3506,0.36,63.35,64.28,54.3711,79.2765,73.4615,67.6465,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,76.67,Low,,2.0,3,New
GOOGL,Communication Services,292.81,3.0,48.63,66.08,Neutral,3.36,277.7817,Bullish,★★★☆☆ →,2.99,0.0,5.41,No,Not expected,Not imminent,2.3,Increasing,1.0,2.99,5.2093,6.0449,-0.8356,63.82,56.79,194.6035,299.461,279.067,258.673,Strong trend; Recent high; Bullish Stochastic; Above VWAP; Above BB Middle,292.03,Low,,5.0,3,New
DE,Industrials,474.77,0.19,44.83,54.06,Neutral,2.07,471.5275,Neutral,★★★☆☆ →,0.23,0.0,0.69,No,Not expected,Not imminent,1.8,Decreasing,0.01,0.23,2.3559,2.7408,-0.3849,66.93,67.84,471.4443,482.6708,472.173,461.6752,Above VWAP; Above BB Middle,474.69,Low,,11.0,3,New
ADBE,Technology,318.11,-1.96,40.17,32.6,Neutral,2.18,333.7721,Bearish,★★★☆☆ →,-5.19,0.0,-4.69,No,Not expected,Not imminent,2.2,Decreasing,0.0,-5.19,-5.0908,-3.8866,-1.2042,10.8,14.0,391.678,359.8872,336.8445,313.8018,Balanced metrics,316.51,Low,,25.0,3,New
WMT,Consumer Defensive,100.61,-0.77,39.53,38.82,Neutral,1.69,102.6898,Bearish,★★★☆☆ →,-0.85,0.0,-2.03,No,Not expected,Not imminent,2.3,Increasing,0.03,-0.85,-0.5347,-0.4018,-0.133,54.85,61.33,95.63,105.9015,102.7705,99.6394,Above VWAP,100.92,Low,,14.0,3,New
COST,Consumer Defensive,890.6,-0.5,36.67,34.78,Neutral,1.78,918.0567,Bearish,★★☆☆☆ →,-4.75,0.0,-2.99,No,Not expected,Not imminent,2.2,Increasing,0.0,-4.75,-7.524,-4.0895,-3.4346,12.46,21.09,960.8048,946.1242,920.2137,894.3032,Balanced metrics,891.11,Low,,24.0,3,New
SPY,Unknown,662.63,0.39,34.63,41.87,Neutral,1.31,672.1649,Bearish,★★☆☆☆ →,-2.21,0.0,-1.42,No,Not expected,Not imminent,2.2,Increasing,0.05,-2.21,-2.9525,-0.099,-2.8535,17.43,23.43,605.6193,692.4615,676.41,660.3585,Above VWAP,663.64,Low,,16.0,,New
ENPH,Technology,26.89,-2.57,33.68,32.81,Neutral,6.97,30.8267,Bearish,★★☆☆☆ →,-16.49,0.0,-12.77,No,Not expected,Not imminent,1.7,Decreasing,0.0,-16.49,-1.6646,-1.424,-0.2406,3.43,4.18,44.2006,37.2783,31.1635,25.0487,Balanced metrics,27.29,High,,39.0,,New
GLD,Unknown,374.96,0.16,33.34,53.06,Neutral,1.67,373.4832,Neutral,★★☆☆☆ →,2.31,0.0,0.4,No,Not expected,Not imminent,2.1,Decreasing,0.03,2.31,1.1873,1.4408,-0.2535,45.8,50.72,315.1632,385.9172,372.2485,358.5798,Above VWAP; Above BB Middle,375.4,Low,,8.0,,New
QQQ,Unknown,599.87,0.6,32.81,42.3,Neutral,1.89,611.6773,Bearish,★★☆☆☆ →,-3.76,0.0,-1.93,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.76,-4.253,-0.6046,-3.6484,15.55,19.38,538.0178,640.637,617.929,595.221,Above VWAP,600.41,Low,,20.0,,New
CVX,Energy,151.7,-1.25,32.22,46.65,Neutral,2.06,153.0628,Neutral,★★☆☆☆ →,0.48,0.0,-0.89,No,Not expected,Not imminent,2.2,Increasing,0.0,0.48,0.0689,0.1755,-0.1065,34.89,48.12,146.8338,156.085,153.1832,150.2813,Above VWAP,151.8,Low,,10.0,,New
AAPL,Technology,268.56,0.42,32.08,56.42,Neutral,2.1,267.4293,Neutral,★★☆☆☆ →,-0.49,0.0,0.42,No,Not expected,Not imminent,2.5,Increasing,0.11,-0.49,1.3764,2.6671,-1.2908,20.32,32.58,225.5317,276.1765,269.1501,262.1237,Above VWAP,269.74,Low,,13.0,,New
MSFT,Technology,487.12,-1.35,30.32,34.15,Neutral,2.29,508.1709,Bearish,★★☆☆☆ →,-3.95,0.0,-4.14,No,Not expected,Not imminent,2.1,Increasing,0.04,-3.95,-5.8926,-3.7239,-2.1687,16.88,21.28,454.2764,542.7713,513.1505,483.5297,Above VWAP,487.18,Low,,21.0,,New
IWM,Unknown,233.43,-0.02,30.18,37.04,Neutral,1.91,240.4952,Bearish,★★☆☆☆ →,-4.6,0.0,-2.94,No,Not expected,Not imminent,2.0,Increasing,0.03,-4.6,-2.9932,-1.7325,-1.2608,11.79,12.58,219.9975,253.345,242.6075,231.87,Above VWAP,232.88,Low,,23.0,,New
COIN,Financial Services,257.29,-1.72,30.15,31.51,Neutral,7.87,302.885,Bearish,★★☆☆☆ →,-19.42,0.0,-15.05,No,Not expected,Not imminent,1.8,Decreasing,0.01,-19.42,-18.9699,-13.4915,-5.4784,6.0,7.53,291.5677,376.1127,312.614,249.1153,Balanced metrics,256.12,High,,41.0,,New
QCOM,Technology,166.11,0.64,29.86,43.76,Neutral,3.73,171.5824,Bearish,★★☆☆☆ →,-7.57,0.0,-3.19,No,Not expected,Not imminent,2.1,Decreasing,0.04,-7.57,-1.5865,0.1399,-1.7264,15.55,18.0,157.4903,186.2231,174.525,162.8269,Above VWAP,166.67,Low,,28.0,,New
MRNA,Healthcare,24.18,-2.97,29.42,43.11,Neutral,5.88,25.3465,Bearish,★★☆☆☆ →,2.63,0.0,-4.6,No,Not expected,Not imminent,1.8,Decreasing,0.0,2.63,-0.3502,-0.3099,-0.0403,27.35,28.42,30.3796,27.8613,25.378,22.8947,Balanced metrics,24.17,High,,7.0,,-
