Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
XOM,Energy,119.03,1.15,67.85,62.97,Neutral,1.85,115.7933,Bullish,★★★★☆ →,5.2,0.0,2.8,No,Not expected,Not imminent,2.1,Increasing,0.2,5.2,1.4247,1.114,0.3107,86.68,82.46,108.0003,119.9053,115.4836,111.0619,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,118.98,Low,,6.0,3,New
LLY,Healthcare,1030.43,0.85,65.65,82.69,Overbought,3.45,935.9031,Bullish,★★★★☆ ↓,13.79,0.0,10.1,Possible,Likely soon,Not imminent,2.3,Increasing,1.0,13.79,48.5099,41.3487,7.1612,95.51,95.85,784.3465,1079.5508,913.417,747.2833,Strong trend; Healthy momentum; Recent high; Bullish MACD; Above VWAP; Above BB Middle,1029.59,High,,1.0,3,New
PFE,Healthcare,25.45,1.48,64.52,59.9,Neutral,2.69,24.8039,Bullish,★★★★☆ →,6.58,0.0,2.61,No,Not expected,Not imminent,1.8,Increasing,0.02,6.58,0.2874,0.1883,0.0991,53.3,61.31,23.9607,25.8576,24.5772,23.2968,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,25.52,Low,,5.0,3,New
SLV,Unknown,46.08,1.34,55.21,56.04,Neutral,2.62,45.139,Bullish,★★★☆☆ →,7.81,0.0,2.08,No,Not expected,Not imminent,1.9,Decreasing,0.03,7.81,0.5733,0.4668,0.1064,54.38,64.92,34.9354,47.8321,44.592,41.3519,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,46.3,Low,,4.0,3,New
GDX,Unknown,75.62,0.89,51.09,53.09,Neutral,3.52,74.6119,Bullish,★★★☆☆ →,10.75,0.0,1.35,No,Not expected,Not imminent,1.9,Decreasing,0.03,10.75,0.6748,0.2604,0.4144,62.67,69.47,54.2134,78.9396,73.289,67.6384,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,76.25,Low,,2.0,3,New
GOOGL,Communication Services,284.28,-0.26,49.74,60.97,Neutral,3.4,276.1998,Bullish,★★★☆☆ →,2.43,0.0,2.93,No,Not expected,Not imminent,2.3,Increasing,0.12,2.43,4.5911,6.2538,-1.6627,54.43,55.07,193.7821,299.7298,277.011,254.2922,Strong trend; Above VWAP; Above BB Middle,284.09,Low,,10.0,3,New
DE,Industrials,473.99,-0.42,48.76,53.43,Neutral,2.17,471.1996,Neutral,★★★☆☆ →,1.22,0.0,0.59,No,Not expected,Not imminent,1.8,Increasing,0.01,1.22,2.6343,2.8402,-0.2058,68.68,70.01,471.1918,482.8544,471.5595,460.2646,Above VWAP; Above BB Middle,474.37,Low,,12.0,3,New
ADBE,Technology,324.47,-0.18,43.82,36.76,Neutral,2.19,335.4207,Bearish,★★★☆☆ →,-3.24,0.0,-3.26,No,Not expected,Not imminent,2.2,Decreasing,0.0,-3.24,-4.2329,-3.5855,-0.6474,13.83,19.33,392.1673,361.1393,338.6435,316.1477,Balanced metrics,323.34,Low,,19.0,3,New
NFLX,Communication Services,114.09,3.45,40.97,50.64,Neutral,2.79,113.0878,Neutral,★★★☆☆ →,4.39,0.0,0.89,No,Not expected,Not imminent,2.3,Decreasing,0.01,4.39,-0.2509,-0.8385,0.5875,48.2,58.13,106.8935,115.2945,111.2319,107.1693,Bullish MACD; Above VWAP; Above BB Middle,114.17,Low,,8.0,3,New
COST,Consumer Defensive,895.08,-1.92,37.03,36.28,Neutral,1.7,920.9469,Bearish,★★☆☆☆ →,-4.85,0.0,-2.81,No,Not expected,Not imminent,2.2,Increasing,0.0,-4.85,-5.5179,-3.2308,-2.2871,18.07,28.27,961.0948,946.7275,922.851,898.9744,Balanced metrics,895.15,Low,,28.0,3,New
CRM,Technology,233.5,-1.49,36.01,38.28,Neutral,3.26,245.2045,Bearish,★★☆☆☆ →,-8.23,0.0,-4.77,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.23,-3.6384,-1.7755,-1.8629,17.71,23.93,275.8231,265.7214,248.9615,232.2016,Balanced metrics,235.23,Low,,33.0,,New
GLD,Unknown,374.33,0.72,32.92,52.56,Neutral,1.68,373.3254,Neutral,★★☆☆☆ →,3.31,0.0,0.27,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.31,1.3831,1.5036,-0.1205,47.7,61.24,314.7539,386.1667,372.3633,358.5598,Above VWAP; Above BB Middle,374.81,Low,,9.0,,New
CVX,Energy,153.59,-0.79,32.27,47.22,Neutral,2.02,154.7511,Neutral,★★☆☆☆ →,0.13,0.0,-0.75,No,Not expected,Not imminent,2.3,Increasing,0.0,0.13,0.1204,0.1655,-0.0451,47.09,50.22,148.4513,157.8391,154.9155,151.9919,Above VWAP,153.23,Low,,13.0,,New
