Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
NTRA,Healthcare,225.55,3.3,81.19,77.26,Overbought,3.96,203.0062,Bullish,★★★★☆ ↓,13.64,0.0,11.1,No,Likely soon,Imminent,1.9,Increasing,1.0,13.64,7.3078,5.7582,1.5496,92.89,88.07,162.5067,220.8546,202.165,183.4754,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,227.05,High,,68.0,3,New
PACS,Healthcare,26.14,55.32,79.47,82.92,Overbought,8.07,14.2504,Bullish,★★★★☆ ↓,109.46,0.0,83.43,No,Likely soon,Imminent,1.6,Increasing,1.0,109.46,1.9942,0.4834,1.5108,83.31,71.82,13.3951,20.0507,13.349,6.6473,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,32.62,High,,10.0,3,New
EXAS,Healthcare,100.67,16.81,76.8,91.03,Overbought,4.89,70.9584,Bullish,★★★★☆ ↓,49.76,0.0,41.87,No,Likely soon,Imminent,2.0,Increasing,1.0,49.76,6.0753,2.7029,3.3724,84.48,68.21,57.9654,86.9271,69.13,51.3329,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,106.38,High,,14.0,3,New
MPLX,Energy,53.48,0.3,74.16,73.32,Overbought,1.64,51.4974,Bullish,★★★★☆ ↓,6.0,0.0,3.85,No,Not expected,Imminent,2.1,Increasing,1.0,6.0,0.9491,0.826,0.1231,91.87,91.76,48.4619,54.1766,51.1688,48.1609,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,53.4,High,,168.0,3,New
OLMA,Healthcare,22.01,13.28,73.86,85.98,Overbought,11.64,11.6447,Bullish,★★★★☆ ↓,168.74,0.0,89.01,No,Likely soon,Not imminent,2.1,Increasing,1.0,168.74,2.7956,0.9267,1.8689,65.77,56.26,11.2941,19.1663,10.2215,1.2767,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,19.54,High,,7.0,3,New
ABVX,Healthcare,122.9,8.81,71.88,75.55,Overbought,5.32,105.5878,Bullish,★★★★☆ ↓,18.29,0.0,16.4,No,Likely soon,Imminent,2.4,Increasing,1.0,18.29,5.3499,3.9765,1.3734,85.62,86.46,63.3401,119.9079,104.2483,88.5886,Strong trend; Healthy momentum; Recent high; Bullish MACD; Above VWAP; Above BB Middle,124.16,High,,49.0,3,New
SMST,Unknown,76.33,10.1,71.85,76.09,Overbought,10.16,51.6828,Bullish,★★★★☆ ↓,65.14,0.0,47.69,No,Likely soon,Imminent,1.8,Increasing,0.0,65.14,8.6983,6.1976,2.5007,83.58,83.32,60.1656,73.96,48.0632,22.1663,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,70.9,High,,13.0,3,New
HIG,Financial Services,134.77,1.96,71.47,65.92,Neutral,1.66,130.43,Bullish,★★★★☆ →,5.34,0.0,3.33,No,Not expected,Not imminent,2.0,Increasing,1.0,5.34,1.7396,1.2944,0.4452,85.18,82.77,121.2153,137.0823,128.746,120.4097,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,134.49,Low,,184.5,3,New
L,Financial Services,104.94,-0.34,70.98,69.27,Neutral,1.61,102.7671,Bullish,★★★★☆ →,3.26,0.0,2.11,No,Not expected,Not imminent,2.3,Increasing,0.5,3.26,1.2224,1.0232,0.1992,90.97,91.5,90.382,106.8964,101.984,97.0716,Bullish MACD; Above VWAP; Above BB Middle,104.84,Low,,282.5,3,New
CDTX,Healthcare,219.55,0.24,70.91,88.88,Overbought,5.58,148.3236,Bullish,★★★★☆ ↓,122.58,0.0,48.02,Possible,Likely soon,Not imminent,2.0,Increasing,1.0,122.58,31.6849,18.5134,13.1715,99.48,99.42,97.3281,234.7836,132.1335,29.4834,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,243.95,High,,9.0,3,New
AZN,Healthcare,88.68,-0.35,69.97,64.59,Neutral,1.96,86.3848,Bullish,★★★★☆ →,5.86,0.0,2.66,No,Not expected,Not imminent,2.0,Increasing,0.33,5.86,1.5152,1.3153,0.1999,87.78,90.45,73.0644,91.8075,85.438,79.0685,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,88.6,Low,,173.0,,New
PTCT,Healthcare,76.46,1.14,69.56,74.34,Overbought,3.71,72.3204,Bullish,★★★★☆ ↓,5.33,0.0,5.72,No,Not expected,Not imminent,1.8,Increasing,0.33,5.33,2.1304,2.0363,0.0941,86.3,86.99,52.5714,78.994,71.619,64.244,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,76.51,High,,186.0,,New
CVE,Energy,18.06,-1.04,69.27,57.13,Neutral,3.01,17.6663,Bullish,★★★★☆ →,7.44,0.0,2.23,No,Not expected,Not imminent,2.1,Increasing,0.33,7.44,0.2933,0.2376,0.0557,83.85,85.14,15.0027,18.749,17.4675,16.186,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,18.02,Low,,142.0,,New
GILD,Healthcare,124.99,-2.4,68.98,57.54,Neutral,2.82,122.8272,Bullish,★★★★☆ →,1.29,0.0,1.76,No,Not expected,Not imminent,2.1,Increasing,0.5,1.29,1.6672,1.3674,0.2998,88.02,87.17,106.6882,128.3135,122.2275,116.1415,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,125.24,Low,,451.0,,New
XBI,Unknown,113.83,-0.59,68.88,61.44,Neutral,2.57,111.583,Bullish,★★★★☆ →,4.15,0.0,2.01,No,Not expected,Not imminent,2.1,Increasing,0.33,4.15,1.4895,1.4842,0.0053,79.28,84.26,89.9405,116.4096,111.7695,107.1294,Bullish MACD; Above VWAP; Above BB Middle,113.92,Low,,244.0,,New
VIK,Consumer Cyclical,61.5,0.47,68.72,56.72,Neutral,3.43,59.6723,Bullish,★★★★☆ →,7.31,0.0,3.06,No,Not expected,Not imminent,2.0,Increasing,0.01,7.31,0.1823,-0.1617,0.344,63.41,48.03,49.9823,62.2809,59.42,56.5591,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,61.03,Low,,144.0,,New
UVXY,Unknown,65.65,453.54,68.68,95.53,Overbought,7.21,16.2076,Bullish,★★★★☆ ↓,491.44,0.0,305.06,Possible,Likely soon,Imminent,1.4,Increasing,1.0,491.44,6.2899,1.3035,4.9864,82.61,76.86,18.1052,38.0654,13.4635,-11.1384,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,59.08,High,,1.0,,New
SRTY,Unknown,54.39,321.95,68.31,96.58,Overbought,6.6,15.9148,Bullish,★★★★☆ ↓,359.37,0.0,241.76,Possible,Likely soon,Imminent,1.7,Increasing,1.0,359.37,5.0494,1.1976,3.8519,88.59,86.51,15.24,32.9258,13.722,-5.4818,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,57.77,High,,4.0,,New
